anbieter_name,tarif_name,besonderheiten_json,geburtsjahr,summe_eur,beitrag_eur,einheit
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,500000,21.80,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,50000,2.07,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,100000,4.14,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,200000,8.28,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,350000,14.50,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,500000,20.71,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1995,50000,1.91,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1995,100000,3.82,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1995,200000,7.63,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1995,350000,13.35,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1995,500000,19.08,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,50000,2.10,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,100000,4.20,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,200000,8.40,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,350000,14.70,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,500000,21.00,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",2000,50000,1.95,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",2000,100000,3.90,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",2000,200000,7.80,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",2000,350000,13.65,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",2000,500000,19.50,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,50000,2.00,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,100000,4.00,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,200000,8.00,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,350000,14.00,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,500000,20.00,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,50000,1.90,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,100000,3.80,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,200000,7.60,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,350000,13.30,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2000,500000,19.00,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",2000,50000,1.75,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",2000,100000,3.50,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",2000,200000,7.00,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",2000,350000,12.25,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",2000,500000,17.50,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,50000,2.10,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,100000,4.20,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,200000,8.40,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,350000,14.70,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,500000,21.00,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",2005,50000,1.95,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",2005,100000,3.90,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",2005,200000,7.80,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",2005,350000,13.65,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",2005,500000,19.50,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,50000,2.00,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,100000,4.00,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,200000,8.00,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,350000,14.00,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,500000,20.00,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,50000,1.90,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,100000,3.80,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,200000,7.60,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,350000,13.30,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",2005,500000,19.00,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",2005,50000,1.75,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",2005,100000,3.50,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",2005,200000,7.00,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",2005,350000,12.25,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",2005,500000,17.50,eur_summe
